review,date,rating,name, address
Staff very friendl| helpful and made our stay special.  Rooms were clean and comfortable.   Loved it,Oct 4| 2020,5,Hilton Washington DC Capitol Hill,525 New Jersey Ave Nw| Washington| DC| 20001
,Oct 2| 2020,4,Hilton Washington DC Capitol Hill,525 New Jersey Ave Nw| Washington| DC| 20001
When we walked in| my kid looked around and said “Mom| we must be rich to afford this  hotel!” Then the room was so spacious & the shower was amazing & I literally thought maybe I had made some mistake on the booking & checked my invoice. I wish this hotel was in every city!,Oct 13| 2020,5,Hilton Washington DC Capitol Hill,525 New Jersey Ave Nw| Washington| DC| 20001
,Oct 12| 2020,5,Hilton Washington DC Capitol Hill,525 New Jersey Ave Nw| Washington| DC| 20001
,Oct 12| 2020,5,Hilton Washington DC Capitol Hill,525 New Jersey Ave Nw| Washington| DC| 20001
,Oct 12| 2020,5,Hilton Washington DC Capitol Hill,525 New Jersey Ave Nw| Washington| DC| 20001
,Oct 12| 2020,5,Hilton Washington DC Capitol Hill,525 New Jersey Ave Nw| Washington| DC| 20001
Nice hotel but in a bad district.. definitely want to Uber or drive to do anything.. walking from this location is dangerous,Oct 9| 2020,4,Hilton Washington DC Capitol Hill,525 New Jersey Ave Nw| Washington| DC| 20001
,Oct 7| 2020,5,Hilton Washington DC Capitol Hill,525 New Jersey Ave Nw| Washington| DC| 20001
,Oct 7| 2020,5,Hilton Washington DC Capitol Hill,525 New Jersey Ave Nw| Washington| DC| 20001
Staff very friendl| helpful and made our stay special.  Rooms were clean and comfortable.   Loved it,Oct 4| 2020,5,Hilton Washington DC Capitol Hill,525 New Jersey Ave Nw| Washington| DC| 20001
,Oct 2| 2020,4,Hilton Washington DC Capitol Hill,525 New Jersey Ave Nw| Washington| DC| 20001
couldnt get in our room they changed rooms and could,Mar 8| 2020,1,Hilton Washington DC Capitol Hill,525 New Jersey Ave Nw| Washington| DC| 20001
,Mar 8| 2020,1,Hilton Washington DC Capitol Hill,525 New Jersey Ave Nw| Washington| DC| 20001
,Mar 7| 2020,5,Hilton Washington DC Capitol Hill,525 New Jersey Ave Nw| Washington| DC| 20001
The stay was great. Very clean and comfortable rooms and the staff were very welcoming. My husband and I thoroughly enjoyed and will stay again real soon!,Mar 6| 2020,4,Hilton Washington DC Capitol Hill,525 New Jersey Ave Nw| Washington| DC| 20001
,Mar 4| 2020,5,Hilton Washington DC Capitol Hill,525 New Jersey Ave Nw| Washington| DC| 20001
Absolutely wonderful customer service.  I would definitely stay here again- excellent all around!,Mar 4| 2020,5,Hilton Washington DC Capitol Hill,525 New Jersey Ave Nw| Washington| DC| 20001
,Mar 4| 2020,5,Hilton Washington DC Capitol Hill,525 New Jersey Ave Nw| Washington| DC| 20001
,Mar 3| 2020,5,Hilton Washington DC Capitol Hill,525 New Jersey Ave Nw| Washington| DC| 20001
